ministro,ano,mes,dia,distribuido,redistribuido,total
"MIN. EROS GRAU",2010,2,26,"6","1","7"
"MIN. RICARDO LEWANDOWSKI",2010,2,26,"10","1","11"
"MIN. CÁRMEN LÚCIA",2010,2,26,"11","0","11"
"MIN. DIAS TOFFOLI",2010,2,26,"9","1","10"
"TOTAL",2010,2,26,"84","5","89"
"MIN. CELSO DE MELLO",2011,9,27,"15","0","15"
"MIN. MARCO AURÉLIO",2011,9,27,"18","0","18"
"MIN. GILMAR MENDES",2011,9,27,"18","0","18"
"MIN. AYRES BRITTO",2011,9,27,"14","0","14"
"MIN. JOAQUIM BARBOSA",2011,9,27,"9","0","9"
"MIN. RICARDO LEWANDOWSKI",2011,9,27,"18","0","18"
"MIN. CÁRMEN LÚCIA",2011,9,27,"11","0","11"
"MIN. DIAS TOFFOLI",2011,9,27,"10","0","10"
"MIN. LUIZ FUX",2011,9,27,"15","0","15"
"TOTAL",2011,9,27,"128","0","128"
"MIN. CELSO DE MELLO",2011,9,28,"11","1","12"
"MIN. MARCO AURÉLIO",2011,9,28,"12","0","12"
"MIN. GILMAR MENDES",2011,9,28,"14","0","14"
"MIN. AYRES BRITTO",2011,9,28,"13","0","13"
"MIN. JOAQUIM BARBOSA",2011,9,28,"15","1","16"
"MIN. RICARDO LEWANDOWSKI",2011,9,28,"18","0","18"
"MIN. CÁRMEN LÚCIA",2011,9,28,"13","0","13"
"MIN. DIAS TOFFOLI",2011,9,28,"14","0","14"
"MIN. LUIZ FUX",2011,9,28,"16","0","16"
"TOTAL",2011,9,28,"126","2","128"
"MIN. CELSO DE MELLO",2009,7,27,"22","0","22"
"MIN. MARCO AURÉLIO",2009,7,27,"19","0","19"
"MIN. ELLEN GRACIE",2009,7,27,"15","0","15"
"MIN. CEZAR PELUSO",2009,7,27,"14","0","14"
"MIN. CARLOS BRITTO",2009,7,27,"14","0","14"
"MIN. JOAQUIM BARBOSA",2009,7,27,"23","0","23"
"MIN. EROS GRAU",2009,7,27,"17","0","17"
"MIN. RICARDO LEWANDOWSKI",2009,7,27,"19","0","19"
"MIN. CÁRMEN LÚCIA",2009,7,27,"19","0","19"
"MIN. MENEZES DIREITO",2009,7,27,"23","0","23"
"TOTAL",2009,7,27,"185","0","185"
"MIN. CELSO DE MELLO",2009,11,20,"6","0","6"
"MIN. MARCO AURÉLIO",2009,11,20,"10","0","10"
"MIN. ELLEN GRACIE",2009,11,20,"10","0","10"
"MIN. CEZAR PELUSO",2009,11,20,"9","0","9"
"MIN. CARLOS BRITTO",2009,11,20,"13","0","13"
"MIN. JOAQUIM BARBOSA",2009,11,20,"9","0","9"
"MIN. EROS GRAU",2009,11,20,"8","0","8"
"MIN. RICARDO LEWANDOWSKI",2009,11,20,"9","0","9"
"MIN. CÁRMEN LÚCIA",2009,11,20,"6","0","6"
"MIN. DIAS TOFFOLI",2009,11,20,"17","0","17"
"TOTAL",2009,11,20,"97","0","97"
"MIN. CELSO DE MELLO",2011,4,1,"4","0","4"
"MIN. MARCO AURÉLIO",2011,4,1,"3","0","3"
"MIN. ELLEN GRACIE",2011,4,1,"4","0","4"
"MIN. GILMAR MENDES",2011,4,1,"8","0","8"
"MIN. AYRES BRITTO",2011,4,1,"0","0","0"
"MIN. JOAQUIM BARBOSA",2011,4,1,"8","0","8"
"MIN. RICARDO LEWANDOWSKI",2011,4,1,"3","0","3"
"MIN. CÁRMEN LÚCIA",2011,4,1,"2","0","2"
"MIN. DIAS TOFFOLI",2011,4,1,"3","0","3"
"MIN. LUIZ FUX",2011,4,1,"5","0","5"
"TOTAL",2011,4,1,"40","0","40"
"MIN. CELSO DE MELLO",2010,9,6,"29","0","29"
"MIN. MARCO AURÉLIO",2010,9,6,"24","1","25"
"MIN. ELLEN GRACIE",2010,9,6,"26","0","26"
"MIN. GILMAR MENDES",2010,9,6,"18","0","18"
"MIN. AYRES BRITTO",2010,9,6,"25","0","25"
"MIN. JOAQUIM BARBOSA",2010,9,6,"12","0","12"
"MIN. RICARDO LEWANDOWSKI",2010,9,6,"25","0","25"
"MIN. CÁRMEN LÚCIA",2010,9,6,"31","0","31"
"MIN. DIAS TOFFOLI",2010,9,6,"31","0","31"
"TOTAL",2010,9,6,"221","1","222"
"MIN. CELSO DE MELLO",2010,11,26,"26","1","27"
"MIN. MARCO AURÉLIO",2010,11,26,"27","1","28"
"MIN. ELLEN GRACIE",2010,11,26,"26","0","26"
"MIN. GILMAR MENDES",2010,11,26,"29","1","30"
"MIN. AYRES BRITTO",2010,11,26,"24","0","24"
"MIN. JOAQUIM BARBOSA",2010,11,26,"31","1","32"
"MIN. RICARDO LEWANDOWSKI",2010,11,26,"33","1","34"
"MIN. CÁRMEN LÚCIA",2010,11,26,"26","1","27"
"MIN. DIAS TOFFOLI",2010,11,26,"18","0","18"
"TOTAL",2010,11,26,"240","6","246"
"MIN. CELSO DE MELLO",2011,12,26,"17","0","17"
"MIN. MARCO AURÉLIO",2011,12,26,"12","0","12"
"MIN. GILMAR MENDES",2011,12,26,"15","0","15"
"MIN. AYRES BRITTO",2011,12,26,"2","0","2"
"MIN. JOAQUIM BARBOSA",2011,12,26,"22","0","22"
"MIN. RICARDO LEWANDOWSKI",2011,12,26,"14","0","14"
"MIN. CÁRMEN LÚCIA",2011,12,26,"17","0","17"
"MIN. DIAS TOFFOLI",2011,12,26,"21","0","21"
"MIN. LUIZ FUX",2011,12,26,"10","0","10"
"MIN. ROSA WEBER",2011,12,26,"22","0","22"
"TOTAL",2011,12,26,"152","0","152"
"MIN. CELSO DE MELLO",2011,12,27,"22","0","22"
"MIN. MARCO AURÉLIO",2011,12,27,"8","0","8"
"MIN. GILMAR MENDES",2011,12,27,"18","0","18"
"MIN. AYRES BRITTO",2011,12,27,"0","1","1"
"MIN. JOAQUIM BARBOSA",2011,12,27,"19","0","19"
"MIN. RICARDO LEWANDOWSKI",2011,12,27,"17","0","17"
"MIN. CÁRMEN LÚCIA",2011,12,27,"13","0","13"
"MIN. DIAS TOFFOLI",2011,12,27,"20","0","20"
"MIN. LUIZ FUX",2011,12,27,"20","0","20"
"MIN. ROSA WEBER",2011,12,27,"14","0","14"
"TOTAL",2011,12,27,"151","1","152"
"MIN. CELSO DE MELLO",2009,1,26,"11","0","11"
"MIN. MARCO AURÉLIO",2009,1,26,"12","0","12"
"MIN. ELLEN GRACIE",2009,1,26,"11","0","11"
"MIN. CEZAR PELUSO",2009,1,26,"0","0","0"
"MIN. CARLOS BRITTO",2009,1,26,"11","0","11"
"MIN. JOAQUIM BARBOSA",2009,1,26,"13","0","13"
"MIN. EROS GRAU",2009,1,26,"10","0","10"
"MIN. RICARDO LEWANDOWSKI",2009,1,26,"8","0","8"
"MIN. CÁRMEN LÚCIA",2009,1,26,"12","0","12"
"MIN. MENEZES DIREITO",2009,1,26,"12","0","12"
"TOTAL",2009,1,26,"100","0","100"
"MIN. CELSO DE MELLO",2009,1,27,"8","0","8"
"MIN. MARCO AURÉLIO",2009,1,27,"10","0","10"
"MIN. ELLEN GRACIE",2009,1,27,"11","0","11"
"MIN. CEZAR PELUSO",2009,1,27,"22","0","22"
"MIN. CARLOS BRITTO",2009,1,27,"12","0","12"
"MIN. JOAQUIM BARBOSA",2009,1,27,"6","0","6"
"MIN. EROS GRAU",2009,1,27,"12","0","12"
"MIN. RICARDO LEWANDOWSKI",2009,1,27,"12","0","12"
"MIN. CÁRMEN LÚCIA",2009,1,27,"12","0","12"
"MIN. MENEZES DIREITO",2009,1,27,"11","0","11"
"TOTAL",2009,1,27,"116","0","116"
"MIN. CELSO DE MELLO",2011,9,29,"15","0","15"
"MIN. MARCO AURÉLIO",2011,9,29,"12","1","13"
"MIN. GILMAR MENDES",2011,9,29,"23","0","23"
"MIN. AYRES BRITTO",2011,9,29,"18","1","19"
"MIN. JOAQUIM BARBOSA",2011,9,29,"13","1","14"
"MIN. RICARDO LEWANDOWSKI",2011,9,29,"14","1","15"
"MIN. CÁRMEN LÚCIA",2011,9,29,"15","2","17"
"MIN. DIAS TOFFOLI",2011,9,29,"14","1","15"
"MIN. LUIZ FUX",2011,9,29,"26","1","27"
"TOTAL",2011,9,29,"150","8","158"
"MIN. CELSO DE MELLO",2011,9,30,"19","0","19"
"MIN. MARCO AURÉLIO",2011,9,30,"14","0","14"
"MIN. GILMAR MENDES",2011,9,30,"19","0","19"
"MIN. AYRES BRITTO",2011,9,30,"15","0","15"
"MIN. JOAQUIM BARBOSA",2011,9,30,"13","0","13"
"MIN. RICARDO LEWANDOWSKI",2011,9,30,"21","0","21"
"MIN. CÁRMEN LÚCIA",2011,9,30,"15","0","15"
"MIN. DIAS TOFFOLI",2011,9,30,"10","0","10"
"MIN. LUIZ FUX",2011,9,30,"13","0","13"
"TOTAL",2011,9,30,"139","0","139"
"MIN. CELSO DE MELLO",2009,7,28,"15","0","15"
"MIN. MARCO AURÉLIO",2009,7,28,"20","0","20"
"MIN. ELLEN GRACIE",2009,7,28,"16","0","16"
"MIN. CEZAR PELUSO",2009,7,28,"13","0","13"
"MIN. CARLOS BRITTO",2009,7,28,"17","0","17"
"MIN. JOAQUIM BARBOSA",2009,7,28,"23","0","23"
"MIN. EROS GRAU",2009,7,28,"20","0","20"
"MIN. RICARDO LEWANDOWSKI",2009,7,28,"17","0","17"
"MIN. CÁRMEN LÚCIA",2009,7,28,"22","0","22"
"MIN. MENEZES DIREITO",2009,7,28,"24","0","24"
"TOTAL",2009,7,28,"187","0","187"
"MIN. CELSO DE MELLO",2009,7,29,"21","0","21"
"MIN. MARCO AURÉLIO",2009,7,29,"20","0","20"
"MIN. ELLEN GRACIE",2009,7,29,"17","0","17"
"MIN. CEZAR PELUSO",2009,7,29,"17","0","17"
"MIN. CARLOS BRITTO",2009,7,29,"16","0","16"
"MIN. JOAQUIM BARBOSA",2009,7,29,"18","0","18"
"MIN. EROS GRAU",2009,7,29,"18","0","18"
"MIN. RICARDO LEWANDOWSKI",2009,7,29,"21","0","21"
"MIN. CÁRMEN LÚCIA",2009,7,29,"14","0","14"
"MIN. MENEZES DIREITO",2009,7,29,"19","0","19"
"TOTAL",2009,7,29,"181","0","181"
"MIN. CELSO DE MELLO",2009,11,23,"4","1","5"
"MIN. MARCO AURÉLIO",2009,11,23,"0","0","0"
"MIN. ELLEN GRACIE",2009,11,23,"1","0","1"
"MIN. CEZAR PELUSO",2009,11,23,"2","0","2"
"MIN. CARLOS BRITTO",2009,11,23,"3","0","3"
"MIN. JOAQUIM BARBOSA",2009,11,23,"3","0","3"
"MIN. EROS GRAU",2009,11,23,"3","0","3"
"MIN. RICARDO LEWANDOWSKI",2009,11,23,"1","0","1"
"MIN. CÁRMEN LÚCIA",2009,11,23,"3","0","3"
"MIN. DIAS TOFFOLI",2009,11,23,"6","0","6"
"TOTAL",2009,11,23,"26","1","27"
"MIN. CELSO DE MELLO",2011,4,4,"31","0","31"
"MIN. MARCO AURÉLIO",2011,4,4,"27","0","27"
"MIN. ELLEN GRACIE",2011,4,4,"33","0","33"
"MIN. GILMAR MENDES",2011,4,4,"25","0","25"
"MIN. AYRES BRITTO",2011,4,4,"2","1","3"
"MIN. JOAQUIM BARBOSA",2011,4,4,"28","0","28"
"MIN. RICARDO LEWANDOWSKI",2011,4,4,"20","0","20"
"MIN. CÁRMEN LÚCIA",2011,4,4,"33","0","33"
"MIN. DIAS TOFFOLI",2011,4,4,"21","1","22"
"MIN. LUIZ FUX",2011,4,4,"57","2","59"
"TOTAL",2011,4,4,"277","4","281"
"MIN. CELSO DE MELLO",2011,4,5,"23","0","23"
"MIN. MARCO AURÉLIO",2011,4,5,"15","0","15"
"MIN. ELLEN GRACIE",2011,4,5,"14","1","15"
"MIN. GILMAR MENDES",2011,4,5,"16","0","16"
"MIN. AYRES BRITTO",2011,4,5,"0","0","0"
"MIN. JOAQUIM BARBOSA",2011,4,5,"17","0","17"
"MIN. RICARDO LEWANDOWSKI",2011,4,5,"23","0","23"
"MIN. CÁRMEN LÚCIA",2011,4,5,"21","1","22"
"MIN. DIAS TOFFOLI",2011,4,5,"19","0","19"
"MIN. LUIZ FUX",2011,4,5,"32","0","32"
"TOTAL",2011,4,5,"180","2","182"
"MIN. CELSO DE MELLO",2012,3,30,"11","0","11"
"MIN. MARCO AURÉLIO",2012,3,30,"13","2","15"
"MIN. GILMAR MENDES",2012,3,30,"12","0","12"
"MIN. AYRES BRITTO",2012,3,30,"17","1","18"
"MIN. JOAQUIM BARBOSA",2012,3,30,"15","0","15"
"MIN. RICARDO LEWANDOWSKI",2012,3,30,"12","0","12"
"MIN. CÁRMEN LÚCIA",2012,3,30,"9","1","10"
"MIN. DIAS TOFFOLI",2012,3,30,"12","0","12"
"MIN. LUIZ FUX",2012,3,30,"11","0","11"
"MIN. ROSA WEBER",2012,3,30,"10","1","11"
"TOTAL",2012,3,30,"122","5","127"
"MIN. CELSO DE MELLO",2012,7,3,"22","0","22"
"MIN. MARCO AURÉLIO",2012,7,3,"21","0","21"
"MIN. GILMAR MENDES",2012,7,3,"23","0","23"
"MIN. CEZAR PELUSO",2012,7,3,"12","0","12"
"MIN. JOAQUIM BARBOSA",2012,7,3,"14","0","14"
"MIN. RICARDO LEWANDOWSKI",2012,7,3,"17","0","17"
"MIN. CÁRMEN LÚCIA",2012,7,3,"12","0","12"
"MIN. DIAS TOFFOLI",2012,7,3,"10","0","10"
"MIN. LUIZ FUX",2012,7,3,"22","0","22"
"MIN. ROSA WEBER",2012,7,3,"10","1","11"
"TOTAL",2012,7,3,"163","1","164"
"MIN. CELSO DE MELLO",2012,7,4,"12","0","12"
"MIN. MARCO AURÉLIO",2012,7,4,"6","0","6"
"MIN. GILMAR MENDES",2012,7,4,"9","0","9"
"MIN. CEZAR PELUSO",2012,7,4,"15","0","15"
"MIN. JOAQUIM BARBOSA",2012,7,4,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2012,7,4,"11","0","11"
"MIN. CÁRMEN LÚCIA",2012,7,4,"15","0","15"
"MIN. DIAS TOFFOLI",2012,7,4,"11","0","11"
"MIN. LUIZ FUX",2012,7,4,"19","0","19"
"MIN. ROSA WEBER",2012,7,4,"8","0","8"
"TOTAL",2012,7,4,"117","0","117"
"MIN. CELSO DE MELLO",2010,11,29,"27","0","27"
"MIN. MARCO AURÉLIO",2010,11,29,"25","2","27"
"MIN. ELLEN GRACIE",2010,11,29,"31","0","31"
"MIN. GILMAR MENDES",2010,11,29,"31","4","35"
"MIN. AYRES BRITTO",2010,11,29,"34","0","34"
"MIN. JOAQUIM BARBOSA",2010,11,29,"39","3","42"
"MIN. RICARDO LEWANDOWSKI",2010,11,29,"24","2","26"
"MIN. CÁRMEN LÚCIA",2010,11,29,"35","1","36"
"MIN. DIAS TOFFOLI",2010,11,29,"27","2","29"
"TOTAL",2010,11,29,"273","14","287"
"MIN. CELSO DE MELLO",2010,11,30,"33","0","33"
"MIN. MARCO AURÉLIO",2010,11,30,"25","0","25"
"MIN. ELLEN GRACIE",2010,11,30,"17","0","17"
"MIN. GILMAR MENDES",2010,11,30,"30","0","30"
"MIN. AYRES BRITTO",2010,11,30,"24","0","24"
"MIN. JOAQUIM BARBOSA",2010,11,30,"30","0","30"
"MIN. RICARDO LEWANDOWSKI",2010,11,30,"17","0","17"
"MIN. CÁRMEN LÚCIA",2010,11,30,"30","0","30"
"MIN. DIAS TOFFOLI",2010,11,30,"29","0","29"
"TOTAL",2010,11,30,"235","0","235"
"MIN. CELSO DE MELLO",2010,12,1,"18","0","18"
"MIN. MARCO AURÉLIO",2010,12,1,"19","0","19"
"MIN. ELLEN GRACIE",2010,12,1,"18","0","18"
"MIN. GILMAR MENDES",2010,12,1,"20","0","20"
"MIN. AYRES BRITTO",2010,12,1,"30","1","31"
"MIN. JOAQUIM BARBOSA",2010,12,1,"15","0","15"
"MIN. RICARDO LEWANDOWSKI",2010,12,1,"21","0","21"
"MIN. CÁRMEN LÚCIA",2010,12,1,"31","0","31"
"MIN. DIAS TOFFOLI",2010,12,1,"20","0","20"
"TOTAL",2010,12,1,"192","1","193"
"MIN. CELSO DE MELLO",2011,12,28,"18","0","18"
"MIN. MARCO AURÉLIO",2011,12,28,"12","1","13"
"MIN. GILMAR MENDES",2011,12,28,"23","1","24"
"MIN. AYRES BRITTO",2011,12,28,"4","0","4"
"MIN. JOAQUIM BARBOSA",2011,12,28,"16","0","16"
"MIN. RICARDO LEWANDOWSKI",2011,12,28,"20","0","20"
"MIN. CÁRMEN LÚCIA",2011,12,28,"12","0","12"
"MIN. DIAS TOFFOLI",2011,12,28,"11","0","11"
"MIN. LUIZ FUX",2011,12,28,"20","0","20"
"MIN. ROSA WEBER",2011,12,28,"28","2","30"
"TOTAL",2011,12,28,"164","4","168"
"MIN. CELSO DE MELLO",2011,12,29,"11","1","12"
"MIN. MARCO AURÉLIO",2011,12,29,"11","1","12"
"MIN. GILMAR MENDES",2011,12,29,"11","0","11"
"MIN. AYRES BRITTO",2011,12,29,"2","0","2"
"MIN. JOAQUIM BARBOSA",2011,12,29,"13","0","13"
"MIN. RICARDO LEWANDOWSKI",2011,12,29,"17","1","18"
"MIN. CÁRMEN LÚCIA",2011,12,29,"22","0","22"
"MIN. DIAS TOFFOLI",2011,12,29,"22","0","22"
"MIN. LUIZ FUX",2011,12,29,"24","0","24"
"MIN. ROSA WEBER",2011,12,29,"17","0","17"
"TOTAL",2011,12,29,"150","3","153"
"MIN. CELSO DE MELLO",2011,12,30,"18","0","18"
"MIN. MARCO AURÉLIO",2011,12,30,"12","0","12"
"MIN. GILMAR MENDES",2011,12,30,"23","0","23"
"MIN. AYRES BRITTO",2011,12,30,"1","0","1"
"MIN. JOAQUIM BARBOSA",2011,12,30,"8","0","8"
"MIN. RICARDO LEWANDOWSKI",2011,12,30,"13","0","13"
"MIN. CÁRMEN LÚCIA",2011,12,30,"13","0","13"
"MIN. DIAS TOFFOLI",2011,12,30,"24","0","24"
"MIN. LUIZ FUX",2011,12,30,"17","0","17"
"MIN. ROSA WEBER",2011,12,30,"23","0","23"
"TOTAL",2011,12,30,"152","0","152"
"MIN. CELSO DE MELLO",2009,1,28,"12","0","12"
"MIN. MARCO AURÉLIO",2009,1,28,"9","0","9"
"MIN. ELLEN GRACIE",2009,1,28,"10","0","10"
"MIN. CEZAR PELUSO",2009,1,28,"16","0","16"
"MIN. CARLOS BRITTO",2009,1,28,"8","0","8"
"MIN. JOAQUIM BARBOSA",2009,1,28,"14","0","14"
"MIN. EROS GRAU",2009,1,28,"10","0","10"
"MIN. RICARDO LEWANDOWSKI",2009,1,28,"11","0","11"
"MIN. CÁRMEN LÚCIA",2009,1,28,"12","0","12"
"MIN. MENEZES DIREITO",2009,1,28,"12","0","12"
"TOTAL",2009,1,28,"114","0","114"
"MIN. CELSO DE MELLO",2009,1,29,"14","0","14"
"MIN. MARCO AURÉLIO",2009,1,29,"10","0","10"
"MIN. ELLEN GRACIE",2009,1,29,"9","0","9"
"MIN. CEZAR PELUSO",2009,1,29,"12","0","12"
"MIN. CARLOS BRITTO",2009,1,29,"6","0","6"
"MIN. JOAQUIM BARBOSA",2009,1,29,"10","0","10"
"MIN. EROS GRAU",2009,1,29,"15","0","15"
"MIN. RICARDO LEWANDOWSKI",2009,1,29,"9","0","9"
"MIN. CÁRMEN LÚCIA",2009,1,29,"6","0","6"
"MIN. MENEZES DIREITO",2009,1,29,"12","0","12"
"TOTAL",2009,1,29,"103","0","103"
"MIN. CELSO DE MELLO",2011,10,3,"20","0","20"
"MIN. MARCO AURÉLIO",2011,10,3,"17","0","17"
"MIN. GILMAR MENDES",2011,10,3,"18","0","18"
"MIN. AYRES BRITTO",2011,10,3,"32","0","32"
"MIN. JOAQUIM BARBOSA",2011,10,3,"25","0","25"
"MIN. RICARDO LEWANDOWSKI",2011,10,3,"21","0","21"
"MIN. CÁRMEN LÚCIA",2011,10,3,"17","0","17"
"MIN. DIAS TOFFOLI",2011,10,3,"22","0","22"
"MIN. LUIZ FUX",2011,10,3,"30","0","30"
"TOTAL",2011,10,3,"202","0","202"
"MIN. CELSO DE MELLO",2009,7,30,"21","0","21"
"MIN. MARCO AURÉLIO",2009,7,30,"19","0","19"
"MIN. ELLEN GRACIE",2009,7,30,"13","0","13"
"MIN. CEZAR PELUSO",2009,7,30,"20","0","20"
"MIN. CARLOS BRITTO",2009,7,30,"19","0","19"
"MIN. JOAQUIM BARBOSA",2009,7,30,"16","0","16"
"MIN. EROS GRAU",2009,7,30,"16","0","16"
"MIN. RICARDO LEWANDOWSKI",2009,7,30,"19","0","19"
"MIN. CÁRMEN LÚCIA",2009,7,30,"19","0","19"
"MIN. MENEZES DIREITO",2009,7,30,"17","0","17"
"TOTAL",2009,7,30,"179","0","179"
"MIN. CELSO DE MELLO",2009,7,31,"22","0","22"
"MIN. MARCO AURÉLIO",2009,7,31,"19","0","19"
"MIN. ELLEN GRACIE",2009,7,31,"16","0","16"
"MIN. CEZAR PELUSO",2009,7,31,"9","0","9"
"MIN. CARLOS BRITTO",2009,7,31,"14","0","14"
"MIN. JOAQUIM BARBOSA",2009,7,31,"24","0","24"
"MIN. EROS GRAU",2009,7,31,"22","0","22"
"MIN. RICARDO LEWANDOWSKI",2009,7,31,"26","0","26"
"MIN. CÁRMEN LÚCIA",2009,7,31,"21","0","21"
"MIN. MENEZES DIREITO",2009,7,31,"24","0","24"
"TOTAL",2009,7,31,"197","0","197"
"MIN. CELSO DE MELLO",2009,11,24,"12","0","12"
"MIN. MARCO AURÉLIO",2009,11,24,"3","1","4"
"MIN. ELLEN GRACIE",2009,11,24,"9","0","9"
"MIN. CEZAR PELUSO",2009,11,24,"11","0","11"
"MIN. CARLOS BRITTO",2009,11,24,"11","0","11"
"MIN. JOAQUIM BARBOSA",2009,11,24,"13","0","13"
"MIN. EROS GRAU",2009,11,24,"10","0","10"
"MIN. RICARDO LEWANDOWSKI",2009,11,24,"9","0","9"
"MIN. CÁRMEN LÚCIA",2009,11,24,"8","0","8"
"MIN. DIAS TOFFOLI",2009,11,24,"20","0","20"
"TOTAL",2009,11,24,"106","1","107"
"MIN. CELSO DE MELLO",2009,11,25,"0","0","0"
"MIN. MARCO AURÉLIO",2009,11,25,"9","0","9"
"MIN. ELLEN GRACIE",2009,11,25,"5","0","5"
"MIN. CEZAR PELUSO",2009,11,25,"6","0","6"
"MIN. CARLOS BRITTO",2009,11,25,"8","0","8"
"MIN. JOAQUIM BARBOSA",2009,11,25,"8","0","8"
"MIN. EROS GRAU",2009,11,25,"7","0","7"
"MIN. RICARDO LEWANDOWSKI",2009,11,25,"11","0","11"
"MIN. CÁRMEN LÚCIA",2009,11,25,"6","1","7"
"MIN. DIAS TOFFOLI",2009,11,25,"13","0","13"
"TOTAL",2009,11,25,"73","1","74"
"MIN. CELSO DE MELLO",2011,4,6,"26","0","26"
"MIN. MARCO AURÉLIO",2011,4,6,"18","1","19"
"MIN. ELLEN GRACIE",2011,4,6,"18","0","18"
"MIN. GILMAR MENDES",2011,4,6,"16","0","16"
"MIN. AYRES BRITTO",2011,4,6,"4","0","4"
"MIN. JOAQUIM BARBOSA",2011,4,6,"21","0","21"
"MIN. RICARDO LEWANDOWSKI",2011,4,6,"17","0","17"
"MIN. CÁRMEN LÚCIA",2011,4,6,"17","1","18"
"MIN. DIAS TOFFOLI",2011,4,6,"19","0","19"
"MIN. LUIZ FUX",2011,4,6,"33","0","33"
"TOTAL",2011,4,6,"189","2","191"
"MIN. CELSO DE MELLO",2011,4,7,"7","0","7"
"MIN. MARCO AURÉLIO",2011,4,7,"17","0","17"
"MIN. ELLEN GRACIE",2011,4,7,"16","0","16"
"MIN. GILMAR MENDES",2011,4,7,"22","0","22"
"MIN. AYRES BRITTO",2011,4,7,"7","0","7"
"MIN. JOAQUIM BARBOSA",2011,4,7,"16","0","16"
"MIN. RICARDO LEWANDOWSKI",2011,4,7,"14","10","24"
"MIN. CÁRMEN LÚCIA",2011,4,7,"16","0","16"
"MIN. DIAS TOFFOLI",2011,4,7,"8","1","9"
"MIN. LUIZ FUX",2011,4,7,"30","0","30"
"TOTAL",2011,4,7,"153","11","164"
"MIN. CELSO DE MELLO",2011,4,8,"15","0","15"
"MIN. MARCO AURÉLIO",2011,4,8,"16","0","16"
"MIN. ELLEN GRACIE",2011,4,8,"21","0","21"
"MIN. GILMAR MENDES",2011,4,8,"12","1","13"
"MIN. AYRES BRITTO",2011,4,8,"6","0","6"
"MIN. JOAQUIM BARBOSA",2011,4,8,"13","0","13"
"MIN. RICARDO LEWANDOWSKI",2011,4,8,"15","0","15"
"MIN. CÁRMEN LÚCIA",2011,4,8,"15","0","15"
"MIN. DIAS TOFFOLI",2011,4,8,"17","0","17"
"MIN. LUIZ FUX",2011,4,8,"34","0","34"
"TOTAL",2011,4,8,"164","1","165"
"MIN. CELSO DE MELLO",2012,4,2,"16","1","17"
"MIN. MARCO AURÉLIO",2012,4,2,"8","0","8"
"MIN. GILMAR MENDES",2012,4,2,"21","0","21"
"MIN. AYRES BRITTO",2012,4,2,"17","0","17"
"MIN. JOAQUIM BARBOSA",2012,4,2,"20","0","20"
"MIN. RICARDO LEWANDOWSKI",2012,4,2,"12","0","12"
"MIN. CÁRMEN LÚCIA",2012,4,2,"13","0","13"
"MIN. DIAS TOFFOLI",2012,4,2,"13","0","13"
"MIN. LUIZ FUX",2012,4,2,"6","0","6"
"MIN. ROSA WEBER",2012,4,2,"24","0","24"
"TOTAL",2012,4,2,"150","1","151"
"MIN. CELSO DE MELLO",2012,7,5,"20","0","20"
"MIN. MARCO AURÉLIO",2012,7,5,"15","0","15"
"MIN. GILMAR MENDES",2012,7,5,"11","0","11"
"MIN. CEZAR PELUSO",2012,7,5,"13","0","13"
"MIN. JOAQUIM BARBOSA",2012,7,5,"9","0","9"
"MIN. RICARDO LEWANDOWSKI",2012,7,5,"22","0","22"
"MIN. CÁRMEN LÚCIA",2012,7,5,"9","0","9"
"MIN. DIAS TOFFOLI",2012,7,5,"12","0","12"
"MIN. LUIZ FUX",2012,7,5,"27","0","27"
"MIN. ROSA WEBER",2012,7,5,"14","0","14"
"TOTAL",2012,7,5,"152","0","152"
"MIN. CELSO DE MELLO",2012,7,6,"19","0","19"
"MIN. MARCO AURÉLIO",2012,7,6,"14","0","14"
"MIN. GILMAR MENDES",2012,7,6,"14","0","14"
"MIN. CEZAR PELUSO",2012,7,6,"12","0","12"
"MIN. JOAQUIM BARBOSA",2012,7,6,"12","0","12"
"MIN. RICARDO LEWANDOWSKI",2012,7,6,"5","0","5"
"MIN. CÁRMEN LÚCIA",2012,7,6,"18","0","18"
"MIN. DIAS TOFFOLI",2012,7,6,"15","0","15"
"MIN. LUIZ FUX",2012,7,6,"14","0","14"
"MIN. ROSA WEBER",2012,7,6,"20","0","20"
"TOTAL",2012,7,6,"143","0","143"
"MIN. CELSO DE MELLO",2010,12,2,"32","0","32"
"MIN. MARCO AURÉLIO",2010,12,2,"25","0","25"
"MIN. ELLEN GRACIE",2010,12,2,"30","1","31"
"MIN. GILMAR MENDES",2010,12,2,"37","0","37"
"MIN. AYRES BRITTO",2010,12,2,"32","0","32"
"MIN. JOAQUIM BARBOSA",2010,12,2,"32","0","32"
"MIN. RICARDO LEWANDOWSKI",2010,12,2,"37","0","37"
"MIN. CÁRMEN LÚCIA",2010,12,2,"35","0","35"
"MIN. DIAS TOFFOLI",2010,12,2,"40","0","40"
"TOTAL",2010,12,2,"300","1","301"
"MIN. CELSO DE MELLO",2010,12,3,"36","1","37"
"MIN. MARCO AURÉLIO",2010,12,3,"45","0","45"
"MIN. ELLEN GRACIE",2010,12,3,"29","1","30"
"MIN. GILMAR MENDES",2010,12,3,"26","0","26"
"MIN. AYRES BRITTO",2010,12,3,"37","0","37"
