"ano","dia","distribuido","total","ministro","mes","redistribuido"
2012,14,"18","18","MIN. LUIZ FUX",3,"0"
2012,14,"20","20","MIN. ROSA WEBER",3,"0"
2012,14,"183","184","TOTAL",3,"1"
2012,15,"19","19","MIN. CELSO DE MELLO",3,"0"
2012,15,"20","20","MIN. MARCO AURÉLIO",3,"0"
2012,15,"15","15","MIN. GILMAR MENDES",3,"0"
2012,15,"11","11","MIN. AYRES BRITTO",3,"0"
2012,15,"14","14","MIN. JOAQUIM BARBOSA",3,"0"
2012,15,"25","25","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,15,"21","21","MIN. CÁRMEN LÚCIA",3,"0"
2012,15,"17","17","MIN. DIAS TOFFOLI",3,"0"
2012,15,"21","21","MIN. LUIZ FUX",3,"0"
2012,15,"18","18","MIN. ROSA WEBER",3,"0"
2012,15,"181","181","TOTAL",3,"0"
2012,16,"3","3","MIN. CELSO DE MELLO",3,"0"
2012,16,"15","15","MIN. MARCO AURÉLIO",3,"0"
2012,16,"12","12","MIN. GILMAR MENDES",3,"0"
2012,16,"4","4","MIN. AYRES BRITTO",3,"0"
2012,16,"8","8","MIN. JOAQUIM BARBOSA",3,"0"
2012,16,"5","5","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,16,"8","8","MIN. CÁRMEN LÚCIA",3,"0"
2012,16,"11","11","MIN. DIAS TOFFOLI",3,"0"
2012,16,"8","8","MIN. LUIZ FUX",3,"0"
2012,16,"21","21","MIN. ROSA WEBER",3,"0"
2012,16,"95","95","TOTAL",3,"0"
2012,19,"9","9","MIN. CELSO DE MELLO",3,"0"
2012,19,"12","14","MIN. MARCO AURÉLIO",3,"2"
2012,19,"11","11","MIN. GILMAR MENDES",3,"0"
2012,19,"19","20","MIN. AYRES BRITTO",3,"1"
2012,19,"17","18","MIN. JOAQUIM BARBOSA",3,"1"
2012,19,"12","12","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,19,"12","12","MIN. CÁRMEN LÚCIA",3,"0"
2012,19,"16","16","MIN. DIAS TOFFOLI",3,"0"
2012,19,"15","15","MIN. LUIZ FUX",3,"0"
2012,19,"27","27","MIN. ROSA WEBER",3,"0"
2012,19,"150","154","TOTAL",3,"4"
2012,20,"10","10","MIN. CELSO DE MELLO",3,"0"
2012,20,"16","16","MIN. MARCO AURÉLIO",3,"0"
2012,20,"12","12","MIN. GILMAR MENDES",3,"0"
2012,20,"21","21","MIN. AYRES BRITTO",3,"0"
2012,20,"11","11","MIN. JOAQUIM BARBOSA",3,"0"
2012,20,"15","15","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,20,"17","17","MIN. CÁRMEN LÚCIA",3,"0"
2012,20,"14","14","MIN. DIAS TOFFOLI",3,"0"
2012,20,"15","15","MIN. LUIZ FUX",3,"0"
2012,20,"21","21","MIN. ROSA WEBER",3,"0"
2012,20,"152","152","TOTAL",3,"0"
2012,21,"13","13","MIN. CELSO DE MELLO",3,"0"
2012,21,"8","8","MIN. MARCO AURÉLIO",3,"0"
2012,21,"10","10","MIN. GILMAR MENDES",3,"0"
2012,21,"15","15","MIN. AYRES BRITTO",3,"0"
2012,21,"8","9","MIN. JOAQUIM BARBOSA",3,"1"
2012,21,"8","8","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,21,"17","17","MIN. CÁRMEN LÚCIA",3,"0"
2012,21,"9","9","MIN. DIAS TOFFOLI",3,"0"
2012,21,"14","14","MIN. LUIZ FUX",3,"0"
2012,21,"13","13","MIN. ROSA WEBER",3,"0"
2012,21,"115","116","TOTAL",3,"1"
2012,22,"13","14","MIN. CELSO DE MELLO",3,"1"
2012,22,"14","14","MIN. MARCO AURÉLIO",3,"0"
2012,22,"15","16","MIN. GILMAR MENDES",3,"1"
2012,22,"17","19","MIN. AYRES BRITTO",3,"2"
2012,22,"10","11","MIN. JOAQUIM BARBOSA",3,"1"
2012,22,"15","15","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,22,"13","13","MIN. CÁRMEN LÚCIA",3,"0"
2012,22,"15","15","MIN. DIAS TOFFOLI",3,"0"
2012,22,"11","12","MIN. LUIZ FUX",3,"1"
2012,22,"12","12","MIN. ROSA WEBER",3,"0"
2012,22,"135","141","TOTAL",3,"6"
2012,23,"6","6","MIN. CELSO DE MELLO",3,"0"
2012,23,"7","7","MIN. MARCO AURÉLIO",3,"0"
2012,23,"8","8","MIN. GILMAR MENDES",3,"0"
2012,23,"11","11","MIN. AYRES BRITTO",3,"0"
2012,23,"19","19","MIN. JOAQUIM BARBOSA",3,"0"
2012,23,"13","13","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,23,"7","7","MIN. CÁRMEN LÚCIA",3,"0"
2012,23,"9","9","MIN. DIAS TOFFOLI",3,"0"
2012,23,"10","11","MIN. LUIZ FUX",3,"1"
2012,23,"11","11","MIN. ROSA WEBER",3,"0"
2012,23,"101","102","TOTAL",3,"1"
2012,26,"15","15","MIN. CELSO DE MELLO",3,"0"
2012,26,"15","16","MIN. MARCO AURÉLIO",3,"1"
2012,26,"17","17","MIN. GILMAR MENDES",3,"0"
2012,26,"8","8","MIN. AYRES BRITTO",3,"0"
2012,26,"15","15","MIN. JOAQUIM BARBOSA",3,"0"
2012,26,"24","24","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,26,"17","17","MIN. CÁRMEN LÚCIA",3,"0"
2012,26,"21","21","MIN. DIAS TOFFOLI",3,"0"
2012,26,"23","24","MIN. LUIZ FUX",3,"1"
2012,26,"21","21","MIN. ROSA WEBER",3,"0"
2012,26,"176","178","TOTAL",3,"2"
2012,27,"17","17","MIN. CELSO DE MELLO",3,"0"
2012,27,"11","11","MIN. MARCO AURÉLIO",3,"0"
2012,27,"14","14","MIN. GILMAR MENDES",3,"0"
2012,27,"16","16","MIN. AYRES BRITTO",3,"0"
2012,27,"14","14","MIN. JOAQUIM BARBOSA",3,"0"
2012,27,"8","8","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,27,"8","8","MIN. CÁRMEN LÚCIA",3,"0"
2012,27,"9","9","MIN. DIAS TOFFOLI",3,"0"
2012,27,"21","21","MIN. LUIZ FUX",3,"0"
2012,27,"19","19","MIN. ROSA WEBER",3,"0"
2012,27,"137","137","TOTAL",3,"0"
2012,28,"14","14","MIN. CELSO DE MELLO",3,"0"
2012,28,"14","14","MIN. MARCO AURÉLIO",3,"0"
2012,28,"10","10","MIN. GILMAR MENDES",3,"0"
2012,28,"19","19","MIN. AYRES BRITTO",3,"0"
2012,28,"16","16","MIN. JOAQUIM BARBOSA",3,"0"
2012,28,"14","14","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,28,"12","13","MIN. CÁRMEN LÚCIA",3,"1"
2012,28,"18","19","MIN. DIAS TOFFOLI",3,"1"
2012,28,"23","23","MIN. LUIZ FUX",3,"0"
2012,28,"16","17","MIN. ROSA WEBER",3,"1"
2012,28,"156","159","TOTAL",3,"3"
2012,29,"10","10","MIN. CELSO DE MELLO",3,"0"
2012,29,"18","18","MIN. MARCO AURÉLIO",3,"0"
2012,29,"17","17","MIN. GILMAR MENDES",3,"0"
2012,29,"14","14","MIN. AYRES BRITTO",3,"0"
2012,29,"21","21","MIN. JOAQUIM BARBOSA",3,"0"
2012,29,"13","14","MIN. RICARDO LEWANDOWSKI",3,"1"
2012,29,"20","20","MIN. CÁRMEN LÚCIA",3,"0"
2012,29,"17","17","MIN. DIAS TOFFOLI",3,"0"
2012,29,"19","19","MIN. LUIZ FUX",3,"0"
2012,29,"14","14","MIN. ROSA WEBER",3,"0"
2012,29,"163","164","TOTAL",3,"1"
2012,30,"11","11","MIN. CELSO DE MELLO",3,"0"
2012,30,"13","15","MIN. MARCO AURÉLIO",3,"2"
2012,30,"12","12","MIN. GILMAR MENDES",3,"0"
2012,30,"17","18","MIN. AYRES BRITTO",3,"1"
2012,30,"15","15","MIN. JOAQUIM BARBOSA",3,"0"
2012,30,"12","12","MIN. RICARDO LEWANDOWSKI",3,"0"
2012,30,"9","10","MIN. CÁRMEN LÚCIA",3,"1"
2012,30,"12","12","MIN. DIAS TOFFOLI",3,"0"
2012,30,"11","11","MIN. LUIZ FUX",3,"0"
2012,30,"10","11","MIN. ROSA WEBER",3,"1"
2012,30,"122","127","TOTAL",3,"5"
2012,2,"16","17","MIN. CELSO DE MELLO",4,"1"
2012,2,"8","8","MIN. MARCO AURÉLIO",4,"0"
2012,2,"21","21","MIN. GILMAR MENDES",4,"0"
2012,2,"17","17","MIN. AYRES BRITTO",4,"0"
2012,2,"20","20","MIN. JOAQUIM BARBOSA",4,"0"
2012,2,"12","12","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,2,"13","13","MIN. CÁRMEN LÚCIA",4,"0"
2012,2,"13","13","MIN. DIAS TOFFOLI",4,"0"
2012,2,"6","6","MIN. LUIZ FUX",4,"0"
2012,2,"24","24","MIN. ROSA WEBER",4,"0"
2012,2,"150","151","TOTAL",4,"1"
2012,3,"11","11","MIN. CELSO DE MELLO",4,"0"
2012,3,"16","16","MIN. MARCO AURÉLIO",4,"0"
2012,3,"12","12","MIN. GILMAR MENDES",4,"0"
2012,3,"9","9","MIN. AYRES BRITTO",4,"0"
2012,3,"7","7","MIN. JOAQUIM BARBOSA",4,"0"
2012,3,"15","15","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,3,"7","7","MIN. CÁRMEN LÚCIA",4,"0"
2012,3,"14","14","MIN. DIAS TOFFOLI",4,"0"
2012,3,"10","10","MIN. LUIZ FUX",4,"0"
2012,3,"24","24","MIN. ROSA WEBER",4,"0"
2012,3,"125","125","TOTAL",4,"0"
2012,9,"14","15","MIN. CELSO DE MELLO",4,"1"
2012,9,"12","13","MIN. MARCO AURÉLIO",4,"1"
2012,9,"10","11","MIN. GILMAR MENDES",4,"1"
2012,9,"9","10","MIN. AYRES BRITTO",4,"1"
2012,9,"14","14","MIN. JOAQUIM BARBOSA",4,"0"
2012,9,"16","16","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,9,"14","14","MIN. CÁRMEN LÚCIA",4,"0"
2012,9,"8","8","MIN. DIAS TOFFOLI",4,"0"
2012,9,"21","22","MIN. LUIZ FUX",4,"1"
2012,9,"13","13","MIN. ROSA WEBER",4,"0"
2012,9,"131","136","TOTAL",4,"5"
2012,10,"20","21","MIN. CELSO DE MELLO",4,"1"
2012,10,"18","18","MIN. MARCO AURÉLIO",4,"0"
2012,10,"19","19","MIN. GILMAR MENDES",4,"0"
2012,10,"13","13","MIN. AYRES BRITTO",4,"0"
2012,10,"9","9","MIN. JOAQUIM BARBOSA",4,"0"
2012,10,"16","16","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,10,"15","15","MIN. CÁRMEN LÚCIA",4,"0"
2012,10,"21","22","MIN. DIAS TOFFOLI",4,"1"
2012,10,"19","19","MIN. LUIZ FUX",4,"0"
2012,10,"18","18","MIN. ROSA WEBER",4,"0"
2012,10,"168","170","TOTAL",4,"2"
2012,11,"22","22","MIN. CELSO DE MELLO",4,"0"
2012,11,"19","19","MIN. MARCO AURÉLIO",4,"0"
2012,11,"21","21","MIN. GILMAR MENDES",4,"0"
2012,11,"20","20","MIN. AYRES BRITTO",4,"0"
2012,11,"18","18","MIN. JOAQUIM BARBOSA",4,"0"
2012,11,"17","17","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,11,"18","18","MIN. CÁRMEN LÚCIA",4,"0"
2012,11,"21","21","MIN. DIAS TOFFOLI",4,"0"
2012,11,"21","21","MIN. LUIZ FUX",4,"0"
2012,11,"34","34","MIN. ROSA WEBER",4,"0"
2012,11,"211","211","TOTAL",4,"0"
2012,12,"24","24","MIN. CELSO DE MELLO",4,"0"
2012,12,"17","17","MIN. MARCO AURÉLIO",4,"0"
2012,12,"22","22","MIN. GILMAR MENDES",4,"0"
2012,12,"20","20","MIN. AYRES BRITTO",4,"0"
2012,12,"28","28","MIN. JOAQUIM BARBOSA",4,"0"
2012,12,"21","21","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,12,"14","14","MIN. CÁRMEN LÚCIA",4,"0"
2012,12,"23","23","MIN. DIAS TOFFOLI",4,"0"
2012,12,"20","20","MIN. LUIZ FUX",4,"0"
2012,12,"19","19","MIN. ROSA WEBER",4,"0"
2012,12,"208","208","TOTAL",4,"0"
2012,13,"16","16","MIN. CELSO DE MELLO",4,"0"
2012,13,"16","19","MIN. MARCO AURÉLIO",4,"3"
2012,13,"13","14","MIN. GILMAR MENDES",4,"1"
2012,13,"17","19","MIN. AYRES BRITTO",4,"2"
2012,13,"19","24","MIN. JOAQUIM BARBOSA",4,"5"
2012,13,"12","13","MIN. RICARDO LEWANDOWSKI",4,"1"
2012,13,"19","22","MIN. CÁRMEN LÚCIA",4,"3"
2012,13,"24","25","MIN. DIAS TOFFOLI",4,"1"
2012,13,"16","16","MIN. LUIZ FUX",4,"0"
2012,13,"18","19","MIN. ROSA WEBER",4,"1"
2012,13,"170","187","TOTAL",4,"17"
2012,16,"19","23","MIN. CELSO DE MELLO",4,"4"
2012,16,"19","20","MIN. MARCO AURÉLIO",4,"1"
2012,16,"15","16","MIN. GILMAR MENDES",4,"1"
2012,16,"18","20","MIN. AYRES BRITTO",4,"2"
2012,16,"29","31","MIN. JOAQUIM BARBOSA",4,"2"
2012,16,"22","22","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,16,"30","33","MIN. CÁRMEN LÚCIA",4,"3"
2012,16,"16","17","MIN. DIAS TOFFOLI",4,"1"
2012,16,"22","22","MIN. LUIZ FUX",4,"0"
2012,16,"24","25","MIN. ROSA WEBER",4,"1"
2012,16,"214","229","TOTAL",4,"15"
2012,17,"35","36","MIN. CELSO DE MELLO",4,"1"
2012,17,"27","28","MIN. MARCO AURÉLIO",4,"1"
2012,17,"19","20","MIN. GILMAR MENDES",4,"1"
2012,17,"26","27","MIN. AYRES BRITTO",4,"1"
2012,17,"18","19","MIN. JOAQUIM BARBOSA",4,"1"
2012,17,"26","29","MIN. RICARDO LEWANDOWSKI",4,"3"
2012,17,"22","24","MIN. CÁRMEN LÚCIA",4,"2"
2012,17,"27","27","MIN. DIAS TOFFOLI",4,"0"
2012,17,"35","35","MIN. LUIZ FUX",4,"0"
2012,17,"28","29","MIN. ROSA WEBER",4,"1"
2012,17,"263","274","TOTAL",4,"11"
2012,18,"24","25","MIN. CELSO DE MELLO",4,"1"
2012,18,"16","16","MIN. MARCO AURÉLIO",4,"0"
2012,18,"12","18","MIN. GILMAR MENDES",4,"6"
2012,18,"17","17","MIN. AYRES BRITTO",4,"0"
2012,18,"33","35","MIN. JOAQUIM BARBOSA",4,"2"
2012,18,"28","30","MIN. RICARDO LEWANDOWSKI",4,"2"
2012,18,"29","30","MIN. CÁRMEN LÚCIA",4,"1"
2012,18,"16","17","MIN. DIAS TOFFOLI",4,"1"
2012,18,"31","33","MIN. LUIZ FUX",4,"2"
2012,18,"25","25","MIN. ROSA WEBER",4,"0"
2012,18,"231","246","TOTAL",4,"15"
2012,19,"18","18","MIN. CELSO DE MELLO",4,"0"
2012,19,"20","20","MIN. MARCO AURÉLIO",4,"0"
2012,19,"19","19","MIN. GILMAR MENDES",4,"0"
2012,19,"12","12","MIN. AYRES BRITTO",4,"0"
2012,19,"17","17","MIN. JOAQUIM BARBOSA",4,"0"
2012,19,"24","24","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,19,"19","19","MIN. CÁRMEN LÚCIA",4,"0"
2012,19,"19","19","MIN. DIAS TOFFOLI",4,"0"
2012,19,"26","26","MIN. LUIZ FUX",4,"0"
2012,19,"17","17","MIN. ROSA WEBER",4,"0"
2012,19,"191","191","TOTAL",4,"0"
2012,20,"21","21","MIN. CELSO DE MELLO",4,"0"
2012,20,"27","27","MIN. MARCO AURÉLIO",4,"0"
2012,20,"22","22","MIN. GILMAR MENDES",4,"0"
2012,20,"24","24","MIN. CEZAR PELUSO",4,"0"
2012,20,"18","18","MIN. JOAQUIM BARBOSA",4,"0"
2012,20,"28","29","MIN. RICARDO LEWANDOWSKI",4,"1"
2012,20,"13","13","MIN. CÁRMEN LÚCIA",4,"0"
2012,20,"23","23","MIN. DIAS TOFFOLI",4,"0"
2012,20,"28","28","MIN. LUIZ FUX",4,"0"
2012,20,"38","38","MIN. ROSA WEBER",4,"0"
2012,20,"242","243","TOTAL",4,"1"
2012,23,"30","31","MIN. CELSO DE MELLO",4,"1"
2012,23,"32","32","MIN. MARCO AURÉLIO",4,"0"
2012,23,"21","23","MIN. GILMAR MENDES",4,"2"
2012,23,"13","18","MIN. CEZAR PELUSO",4,"5"
2012,23,"26","29","MIN. JOAQUIM BARBOSA",4,"3"
2012,23,"39","43","MIN. RICARDO LEWANDOWSKI",4,"4"
2012,23,"25","25","MIN. CÁRMEN LÚCIA",4,"0"
2012,23,"26","27","MIN. DIAS TOFFOLI",4,"1"
2012,23,"28","28","MIN. LUIZ FUX",4,"0"
2012,23,"35","35","MIN. ROSA WEBER",4,"0"
2012,23,"275","291","TOTAL",4,"16"
2012,24,"27","29","MIN. CELSO DE MELLO",4,"2"
2012,24,"23","26","MIN. MARCO AURÉLIO",4,"3"
2012,24,"25","25","MIN. GILMAR MENDES",4,"0"
2012,24,"21","22","MIN. CEZAR PELUSO",4,"1"
2012,24,"36","36","MIN. JOAQUIM BARBOSA",4,"0"
2012,24,"20","21","MIN. RICARDO LEWANDOWSKI",4,"1"
2012,24,"25","25","MIN. CÁRMEN LÚCIA",4,"0"
2012,24,"17","17","MIN. DIAS TOFFOLI",4,"0"
2012,24,"37","38","MIN. LUIZ FUX",4,"1"
2012,24,"31","32","MIN. ROSA WEBER",4,"1"
2012,24,"262","271","TOTAL",4,"9"
2012,25,"35","36","MIN. CELSO DE MELLO",4,"1"
2012,25,"26","26","MIN. MARCO AURÉLIO",4,"0"
2012,25,"26","27","MIN. GILMAR MENDES",4,"1"
2012,25,"23","24","MIN. CEZAR PELUSO",4,"1"
2012,25,"22","22","MIN. JOAQUIM BARBOSA",4,"0"
2012,25,"31","32","MIN. RICARDO LEWANDOWSKI",4,"1"
2012,25,"22","22","MIN. CÁRMEN LÚCIA",4,"0"
2012,25,"20","20","MIN. DIAS TOFFOLI",4,"0"
2012,25,"37","37","MIN. LUIZ FUX",4,"0"
2012,25,"40","40","MIN. ROSA WEBER",4,"0"
2012,25,"282","286","TOTAL",4,"4"
2012,26,"22","22","MIN. CELSO DE MELLO",4,"0"
2012,26,"16","16","MIN. MARCO AURÉLIO",4,"0"
2012,26,"19","21","MIN. GILMAR MENDES",4,"2"
2012,26,"19","20","MIN. CEZAR PELUSO",4,"1"
2012,26,"19","20","MIN. JOAQUIM BARBOSA",4,"1"
2012,26,"11","12","MIN. RICARDO LEWANDOWSKI",4,"1"
2012,26,"18","20","MIN. CÁRMEN LÚCIA",4,"2"
2012,26,"24","25","MIN. DIAS TOFFOLI",4,"1"
2012,26,"21","22","MIN. LUIZ FUX",4,"1"
2012,26,"20","21","MIN. ROSA WEBER",4,"1"
2012,26,"189","199","TOTAL",4,"10"
2012,27,"23","24","MIN. CELSO DE MELLO",4,"1"
2012,27,"23","23","MIN. MARCO AURÉLIO",4,"0"
2012,27,"17","17","MIN. GILMAR MENDES",4,"0"
2012,27,"22","22","MIN. CEZAR PELUSO",4,"0"
2012,27,"23","25","MIN. JOAQUIM BARBOSA",4,"2"
2012,27,"25","25","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,27,"20","20","MIN. CÁRMEN LÚCIA",4,"0"
2012,27,"23","24","MIN. DIAS TOFFOLI",4,"1"
2012,27,"31","31","MIN. LUIZ FUX",4,"0"
2012,27,"21","21","MIN. ROSA WEBER",4,"0"
2012,27,"228","232","TOTAL",4,"4"
2012,28,"1","1","MIN. CELSO DE MELLO",4,"0"
2012,28,"0","0","MIN. MARCO AURÉLIO",4,"0"
2012,28,"1","1","MIN. GILMAR MENDES",4,"0"
2012,28,"2","2","MIN. CEZAR PELUSO",4,"0"
2012,28,"1","1","MIN. JOAQUIM BARBOSA",4,"0"
2012,28,"1","1","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,28,"0","0","MIN. CÁRMEN LÚCIA",4,"0"
2012,28,"0","0","MIN. DIAS TOFFOLI",4,"0"
2012,28,"1","1","MIN. LUIZ FUX",4,"0"
2012,28,"1","1","MIN. ROSA WEBER",4,"0"
2012,28,"8","8","TOTAL",4,"0"
2012,29,"0","0","MIN. CELSO DE MELLO",4,"0"
2012,29,"0","0","MIN. MARCO AURÉLIO",4,"0"
2012,29,"0","0","MIN. GILMAR MENDES",4,"0"
2012,29,"0","0","MIN. CEZAR PELUSO",4,"0"
2012,29,"1","1","MIN. JOAQUIM BARBOSA",4,"0"
2012,29,"0","0","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,29,"0","0","MIN. CÁRMEN LÚCIA",4,"0"
2012,29,"2","2","MIN. DIAS TOFFOLI",4,"0"
2012,29,"0","0","MIN. LUIZ FUX",4,"0"
2012,29,"0","0","MIN. ROSA WEBER",4,"0"
2012,29,"3","3","TOTAL",4,"0"
2012,30,"14","14","MIN. CELSO DE MELLO",4,"0"
2012,30,"19","19","MIN. MARCO AURÉLIO",4,"0"
2012,30,"13","13","MIN. GILMAR MENDES",4,"0"
2012,30,"23","23","MIN. CEZAR PELUSO",4,"0"
2012,30,"14","14","MIN. JOAQUIM BARBOSA",4,"0"
2012,30,"19","19","MIN. RICARDO LEWANDOWSKI",4,"0"
2012,30,"12","12","MIN. CÁRMEN LÚCIA",4,"0"
2012,30,"19","19","MIN. DIAS TOFFOLI",4,"0"
2012,30,"19","19","MIN. LUIZ FUX",4,"0"
2012,30,"26","26","MIN. ROSA WEBER",4,"0"
2012,30,"178","178","TOTAL",4,"0"
2012,2,"32","32","MIN. CELSO DE MELLO",5,"0"
2012,2,"24","24","MIN. MARCO AURÉLIO",5,"0"
2012,2,"22","22","MIN. GILMAR MENDES",5,"0"
2012,2,"23","23","MIN. CEZAR PELUSO",5,"0"
2012,2,"23","23","MIN. JOAQUIM BARBOSA",5,"0"
2012,2,"24","24","MIN. RICARDO LEWANDOWSKI",5,"0"
2012,2,"18","18","MIN. CÁRMEN LÚCIA",5,"0"
2012,2,"18","18","MIN. DIAS TOFFOLI",5,"0"
2012,2,"27","27","MIN. LUIZ FUX",5,"0"
2012,2,"24","24","MIN. ROSA WEBER",5,"0"
2012,2,"235","235","TOTAL",5,"0"
2012,3,"32","32","MIN. CELSO DE MELLO",5,"0"
2012,3,"17","17","MIN. MARCO AURÉLIO",5,"0"
2012,3,"14","14","MIN. GILMAR MENDES",5,"0"
2012,3,"23","24","MIN. CEZAR PELUSO",5,"1"
2012,3,"20","20","MIN. JOAQUIM BARBOSA",5,"0"
2012,3,"17","17","MIN. RICARDO LEWANDOWSKI",5,"0"
2012,3,"17","17","MIN. CÁRMEN LÚCIA",5,"0"
2012,3,"19","19","MIN. DIAS TOFFOLI",5,"0"
2012,3,"24","24","MIN. LUIZ FUX",5,"0"
2012,3,"28","28","MIN. ROSA WEBER",5,"0"
2012,3,"211","212","TOTAL",5,"1"
2012,4,"18","18","MIN. CELSO DE MELLO",5,"0"
2012,4,"26","26","MIN. MARCO AURÉLIO",5,"0"
2012,4,"18","18","MIN. GILMAR MENDES",5,"0"
2012,4,"24","24","MIN. CEZAR PELUSO",5,"0"
2012,4,"25","25","MIN. JOAQUIM BARBOSA",5,"0"
2012,4,"18","18","MIN. RICARDO LEWANDOWSKI",5,"0"
2012,4,"18","18","MIN. CÁRMEN LÚCIA",5,"0"
2012,4,"23","23","MIN. DIAS TOFFOLI",5,"0"
2012,4,"21","21","MIN. LUIZ FUX",5,"0"
2012,4,"21","21","MIN. ROSA WEBER",5,"0"
2012,4,"212","212","TOTAL",5,"0"
2012,7,"19","20","MIN. CELSO DE MELLO",5,"1"
2012,7,"14","14","MIN. MARCO AURÉLIO",5,"0"
2012,7,"23","23","MIN. GILMAR MENDES",5,"0"
2012,7,"24","24","MIN. CEZAR PELUSO",5,"0"
2012,7,"15","15","MIN. JOAQUIM BARBOSA",5,"0"
2012,7,"25","25","MIN. RICARDO LEWANDOWSKI",5,"0"
2012,7,"25","25","MIN. CÁRMEN LÚCIA",5,"0"
2012,7,"17","17","MIN. DIAS TOFFOLI",5,"0"
2012,7,"16","16","MIN. LUIZ FUX",5,"0"
2012,7,"18","19","MIN. ROSA WEBER",5,"1"
2012,7,"196","198","TOTAL",5,"2"
2012,8,"38","38","MIN. CELSO DE MELLO",5,"0"
2012,8,"28","28","MIN. MARCO AURÉLIO",5,"0"
2012,8,"21","21","MIN. GILMAR MENDES",5,"0"
2012,8,"23","23","MIN. CEZAR PELUSO",5,"0"
2012,8,"31","31","MIN. JOAQUIM BARBOSA",5,"0"
2012,8,"33","33","MIN. RICARDO LEWANDOWSKI",5,"0"
2012,8,"31","31","MIN. CÁRMEN LÚCIA",5,"0"
2012,8,"22","22","MIN. DIAS TOFFOLI",5,"0"
2012,8,"31","31","MIN. LUIZ FUX",5,"0"
2012,8,"31","31","MIN. ROSA WEBER",5,"0"
2012,8,"289","289","TOTAL",5,"0"
2012,9,"28","29","MIN. CELSO DE MELLO",5,"1"
2012,9,"27","28","MIN. MARCO AURÉLIO",5,"1"
2012,9,"20","20","MIN. GILMAR MENDES",5,"0"
2012,9,"21","21","MIN. CEZAR PELUSO",5,"0"
2012,9,"27","29","MIN. JOAQUIM BARBOSA",5,"2"
2012,9,"36","36","MIN. RICARDO LEWANDOWSKI",5,"0"
2012,9,"37","37","MIN. CÁRMEN LÚCIA",5,"0"
2012,9,"25","25","MIN. DIAS TOFFOLI",5,"0"
2012,9,"41","41","MIN. LUIZ FUX",5,"0"
2012,9,"32","34","MIN. ROSA WEBER",5,"2"
2012,9,"294","300","TOTAL",5,"6"
2012,10,"22","22","MIN. CELSO DE MELLO",5,"0"
2012,10,"24","25","MIN. MARCO AURÉLIO",5,"1"
2012,10,"17","17","MIN. GILMAR MENDES",5,"0"
2012,10,"32","32","MIN. CEZAR PELUSO",5,"0"
2012,10,"24","25","MIN. JOAQUIM BARBOSA",5,"1"
2012,10,"28","29","MIN. RICARDO LEWANDOWSKI",5,"1"
2012,10,"26","27","MIN. CÁRMEN LÚCIA",5,"1"
2012,10,"24","24","MIN. DIAS TOFFOLI",5,"0"
2012,10,"18","19","MIN. LUIZ FUX",5,"1"
2012,10,"21","21","MIN. ROSA WEBER",5,"0"
2012,10,"236","241","TOTAL",5,"5"
2012,11,"29","29","MIN. CELSO DE MELLO",5,"0"
2012,11,"30","30","MIN. MARCO AURÉLIO",5,"0"
2012,11,"22","22","MIN. GILMAR MENDES",5,"0"
2012,11,"21","21","MIN. CEZAR PELUSO",5,"0"
2012,11,"28","28","MIN. JOAQUIM BARBOSA",5,"0"
2012,11,"30","30","MIN. RICARDO LEWANDOWSKI",5,"0"
2012,11,"24","24","MIN. CÁRMEN LÚCIA",5,"0"
2012,11,"29","29","MIN. DIAS TOFFOLI",5,"0"
2012,11,"32","32","MIN. LUIZ FUX",5,"0"
2012,11,"21","21","MIN. ROSA WEBER",5,"0"
2012,11,"266","266","TOTAL",5,"0"
2012,14,"24","24","MIN. CELSO DE MELLO",5,"0"
2012,14,"24","24","MIN. MARCO AURÉLIO",5,"0"
2012,14,"27","27","MIN. GILMAR MENDES",5,"0"
2012,14,"17","17","MIN. CEZAR PELUSO",5,"0"
2012,14,"21","21","MIN. JOAQUIM BARBOSA",5,"0"
2012,14,"29","29","MIN. RICARDO LEWANDOWSKI",5,"0"
2012,14,"27","27","MIN. CÁRMEN LÚCIA",5,"0"
2012,14,"22","22","MIN. DIAS TOFFOLI",5,"0"
2012,14,"26","26","MIN. LUIZ FUX",5,"0"
