"ano","dia","distribuido","total","ministro","mes","redistribuido"
2010,1,"12","12","MIN. ELLEN GRACIE",3,"0"
2010,1,"13","13","MIN. CEZAR PELUSO",3,"0"
2010,1,"8","8","MIN. AYRES BRITTO",3,"0"
2010,1,"11","11","MIN. JOAQUIM BARBOSA",3,"0"
2010,1,"12","12","MIN. EROS GRAU",3,"0"
2010,1,"14","14","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,1,"16","16","MIN. CÁRMEN LÚCIA",3,"0"
2010,1,"16","16","MIN. DIAS TOFFOLI",3,"0"
2010,1,"125","125","TOTAL",3,"0"
2010,2,"16","16","MIN. CELSO DE MELLO",3,"0"
2010,2,"17","17","MIN. MARCO AURÉLIO",3,"0"
2010,2,"13","13","MIN. ELLEN GRACIE",3,"0"
2010,2,"12","12","MIN. CEZAR PELUSO",3,"0"
2010,2,"16","17","MIN. AYRES BRITTO",3,"1"
2010,2,"14","14","MIN. JOAQUIM BARBOSA",3,"0"
2010,2,"16","16","MIN. EROS GRAU",3,"0"
2010,2,"14","14","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,2,"16","16","MIN. CÁRMEN LÚCIA",3,"0"
2010,2,"15","15","MIN. DIAS TOFFOLI",3,"0"
2010,2,"149","150","TOTAL",3,"1"
2010,3,"11","11","MIN. CELSO DE MELLO",3,"0"
2010,3,"13","13","MIN. MARCO AURÉLIO",3,"0"
2010,3,"9","9","MIN. ELLEN GRACIE",3,"0"
2010,3,"7","7","MIN. CEZAR PELUSO",3,"0"
2010,3,"9","9","MIN. AYRES BRITTO",3,"0"
2010,3,"8","8","MIN. JOAQUIM BARBOSA",3,"0"
2010,3,"11","11","MIN. EROS GRAU",3,"0"
2010,3,"8","8","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,3,"11","11","MIN. CÁRMEN LÚCIA",3,"0"
2010,3,"12","12","MIN. DIAS TOFFOLI",3,"0"
2010,3,"99","99","TOTAL",3,"0"
2010,4,"10","10","MIN. CELSO DE MELLO",3,"0"
2010,4,"12","12","MIN. MARCO AURÉLIO",3,"0"
2010,4,"17","17","MIN. ELLEN GRACIE",3,"0"
2010,4,"12","12","MIN. CEZAR PELUSO",3,"0"
2010,4,"9","9","MIN. AYRES BRITTO",3,"0"
2010,4,"15","15","MIN. JOAQUIM BARBOSA",3,"0"
2010,4,"10","10","MIN. EROS GRAU",3,"0"
2010,4,"15","15","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,4,"13","13","MIN. CÁRMEN LÚCIA",3,"0"
2010,4,"15","15","MIN. DIAS TOFFOLI",3,"0"
2010,4,"128","128","TOTAL",3,"0"
2010,5,"15","15","MIN. CELSO DE MELLO",3,"0"
2010,5,"12","12","MIN. MARCO AURÉLIO",3,"0"
2010,5,"13","13","MIN. ELLEN GRACIE",3,"0"
2010,5,"17","17","MIN. CEZAR PELUSO",3,"0"
2010,5,"19","20","MIN. AYRES BRITTO",3,"1"
2010,5,"20","20","MIN. JOAQUIM BARBOSA",3,"0"
2010,5,"13","13","MIN. EROS GRAU",3,"0"
2010,5,"10","10","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,5,"15","15","MIN. CÁRMEN LÚCIA",3,"0"
2010,5,"19","20","MIN. DIAS TOFFOLI",3,"1"
2010,5,"153","155","TOTAL",3,"2"
2010,8,"6","6","MIN. CELSO DE MELLO",3,"0"
2010,8,"9","10","MIN. MARCO AURÉLIO",3,"1"
2010,8,"4","4","MIN. ELLEN GRACIE",3,"0"
2010,8,"8","8","MIN. CEZAR PELUSO",3,"0"
2010,8,"11","11","MIN. AYRES BRITTO",3,"0"
2010,8,"4","5","MIN. JOAQUIM BARBOSA",3,"1"
2010,8,"6","6","MIN. EROS GRAU",3,"0"
2010,8,"5","5","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,8,"9","9","MIN. CÁRMEN LÚCIA",3,"0"
2010,8,"10","10","MIN. DIAS TOFFOLI",3,"0"
2010,8,"72","74","TOTAL",3,"2"
2010,9,"0","0","MIN. CELSO DE MELLO",3,"0"
2010,9,"0","0","MIN. MARCO AURÉLIO",3,"0"
2010,9,"0","0","MIN. ELLEN GRACIE",3,"0"
2010,9,"1","1","MIN. CEZAR PELUSO",3,"0"
2010,9,"0","0","MIN. AYRES BRITTO",3,"0"
2010,9,"0","0","MIN. JOAQUIM BARBOSA",3,"0"
2010,9,"0","0","MIN. EROS GRAU",3,"0"
2010,9,"0","0","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,9,"0","0","MIN. CÁRMEN LÚCIA",3,"0"
2010,9,"0","0","MIN. DIAS TOFFOLI",3,"0"
2010,9,"1","1","TOTAL",3,"0"
2010,10,"14","14","MIN. CELSO DE MELLO",3,"0"
2010,10,"17","17","MIN. MARCO AURÉLIO",3,"0"
2010,10,"16","16","MIN. ELLEN GRACIE",3,"0"
2010,10,"10","10","MIN. CEZAR PELUSO",3,"0"
2010,10,"15","15","MIN. AYRES BRITTO",3,"0"
2010,10,"13","13","MIN. JOAQUIM BARBOSA",3,"0"
2010,10,"11","11","MIN. EROS GRAU",3,"0"
2010,10,"11","11","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,10,"12","12","MIN. CÁRMEN LÚCIA",3,"0"
2010,10,"17","17","MIN. DIAS TOFFOLI",3,"0"
2010,10,"136","136","TOTAL",3,"0"
2010,11,"15","15","MIN. CELSO DE MELLO",3,"0"
2010,11,"15","15","MIN. MARCO AURÉLIO",3,"0"
2010,11,"13","15","MIN. ELLEN GRACIE",3,"2"
2010,11,"11","11","MIN. CEZAR PELUSO",3,"0"
2010,11,"7","7","MIN. AYRES BRITTO",3,"0"
2010,11,"14","14","MIN. JOAQUIM BARBOSA",3,"0"
2010,11,"19","19","MIN. EROS GRAU",3,"0"
2010,11,"19","19","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,11,"12","12","MIN. CÁRMEN LÚCIA",3,"0"
2010,11,"15","15","MIN. DIAS TOFFOLI",3,"0"
2010,11,"140","142","TOTAL",3,"2"
2010,12,"12","12","MIN. CELSO DE MELLO",3,"0"
2010,12,"7","7","MIN. MARCO AURÉLIO",3,"0"
2010,12,"7","7","MIN. ELLEN GRACIE",3,"0"
2010,12,"5","5","MIN. CEZAR PELUSO",3,"0"
2010,12,"4","4","MIN. AYRES BRITTO",3,"0"
2010,12,"11","12","MIN. JOAQUIM BARBOSA",3,"1"
2010,12,"7","7","MIN. EROS GRAU",3,"0"
2010,12,"11","11","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,12,"12","13","MIN. CÁRMEN LÚCIA",3,"1"
2010,12,"12","12","MIN. DIAS TOFFOLI",3,"0"
2010,12,"88","90","TOTAL",3,"2"
2010,15,"16","16","MIN. CELSO DE MELLO",3,"0"
2010,15,"17","17","MIN. MARCO AURÉLIO",3,"0"
2010,15,"14","14","MIN. ELLEN GRACIE",3,"0"
2010,15,"0","0","MIN. CEZAR PELUSO",3,"0"
2010,15,"11","11","MIN. AYRES BRITTO",3,"0"
2010,15,"15","15","MIN. JOAQUIM BARBOSA",3,"0"
2010,15,"10","10","MIN. EROS GRAU",3,"0"
2010,15,"18","18","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,15,"17","17","MIN. CÁRMEN LÚCIA",3,"0"
2010,15,"16","16","MIN. DIAS TOFFOLI",3,"0"
2010,15,"134","134","TOTAL",3,"0"
2010,16,"20","20","MIN. CELSO DE MELLO",3,"0"
2010,16,"15","15","MIN. MARCO AURÉLIO",3,"0"
2010,16,"15","15","MIN. ELLEN GRACIE",3,"0"
2010,16,"14","14","MIN. CEZAR PELUSO",3,"0"
2010,16,"14","14","MIN. AYRES BRITTO",3,"0"
2010,16,"15","15","MIN. JOAQUIM BARBOSA",3,"0"
2010,16,"12","12","MIN. EROS GRAU",3,"0"
2010,16,"12","13","MIN. RICARDO LEWANDOWSKI",3,"1"
2010,16,"13","13","MIN. CÁRMEN LÚCIA",3,"0"
2010,16,"17","18","MIN. DIAS TOFFOLI",3,"1"
2010,16,"147","149","TOTAL",3,"2"
2010,17,"9","9","MIN. CELSO DE MELLO",3,"0"
2010,17,"20","20","MIN. MARCO AURÉLIO",3,"0"
2010,17,"14","14","MIN. ELLEN GRACIE",3,"0"
2010,17,"14","14","MIN. CEZAR PELUSO",3,"0"
2010,17,"18","18","MIN. AYRES BRITTO",3,"0"
2010,17,"11","11","MIN. JOAQUIM BARBOSA",3,"0"
2010,17,"19","19","MIN. EROS GRAU",3,"0"
2010,17,"18","18","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,17,"17","17","MIN. CÁRMEN LÚCIA",3,"0"
2010,17,"18","18","MIN. DIAS TOFFOLI",3,"0"
2010,17,"158","158","TOTAL",3,"0"
2010,18,"15","15","MIN. CELSO DE MELLO",3,"0"
2010,18,"12","12","MIN. MARCO AURÉLIO",3,"0"
2010,18,"17","17","MIN. ELLEN GRACIE",3,"0"
2010,18,"13","13","MIN. CEZAR PELUSO",3,"0"
2010,18,"15","15","MIN. AYRES BRITTO",3,"0"
2010,18,"19","19","MIN. JOAQUIM BARBOSA",3,"0"
2010,18,"15","15","MIN. EROS GRAU",3,"0"
2010,18,"16","16","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,18,"13","13","MIN. CÁRMEN LÚCIA",3,"0"
2010,18,"15","15","MIN. DIAS TOFFOLI",3,"0"
2010,18,"150","150","TOTAL",3,"0"
2010,19,"25","25","MIN. CELSO DE MELLO",3,"0"
2010,19,"24","24","MIN. MARCO AURÉLIO",3,"0"
2010,19,"22","22","MIN. ELLEN GRACIE",3,"0"
2010,19,"21","21","MIN. CEZAR PELUSO",3,"0"
2010,19,"19","19","MIN. AYRES BRITTO",3,"0"
2010,19,"30","30","MIN. JOAQUIM BARBOSA",3,"0"
2010,19,"22","22","MIN. EROS GRAU",3,"0"
2010,19,"31","31","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,19,"26","26","MIN. CÁRMEN LÚCIA",3,"0"
2010,19,"31","31","MIN. DIAS TOFFOLI",3,"0"
2010,19,"251","251","TOTAL",3,"0"
2010,22,"14","15","MIN. CELSO DE MELLO",3,"1"
2010,22,"11","12","MIN. MARCO AURÉLIO",3,"1"
2010,22,"15","16","MIN. ELLEN GRACIE",3,"1"
2010,22,"17","17","MIN. CEZAR PELUSO",3,"0"
2010,22,"14","14","MIN. AYRES BRITTO",3,"0"
2010,22,"16","16","MIN. JOAQUIM BARBOSA",3,"0"
2010,22,"13","13","MIN. EROS GRAU",3,"0"
2010,22,"12","13","MIN. RICARDO LEWANDOWSKI",3,"1"
2010,22,"14","17","MIN. CÁRMEN LÚCIA",3,"3"
2010,22,"19","19","MIN. DIAS TOFFOLI",3,"0"
2010,22,"0","0","VICE-PRESIDENTE",3,"0"
2010,22,"145","152","TOTAL",3,"7"
2010,23,"30","30","MIN. CELSO DE MELLO",3,"0"
2010,23,"23","23","MIN. MARCO AURÉLIO",3,"0"
2010,23,"25","27","MIN. ELLEN GRACIE",3,"2"
2010,23,"16","16","MIN. CEZAR PELUSO",3,"0"
2010,23,"24","24","MIN. AYRES BRITTO",3,"0"
2010,23,"19","19","MIN. JOAQUIM BARBOSA",3,"0"
2010,23,"27","29","MIN. EROS GRAU",3,"2"
2010,23,"22","22","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,23,"21","21","MIN. CÁRMEN LÚCIA",3,"0"
2010,23,"30","30","MIN. DIAS TOFFOLI",3,"0"
2010,23,"237","241","TOTAL",3,"4"
2010,24,"18","18","MIN. CELSO DE MELLO",3,"0"
2010,24,"24","24","MIN. MARCO AURÉLIO",3,"0"
2010,24,"18","19","MIN. ELLEN GRACIE",3,"1"
2010,24,"15","15","MIN. CEZAR PELUSO",3,"0"
2010,24,"17","18","MIN. AYRES BRITTO",3,"1"
2010,24,"20","20","MIN. JOAQUIM BARBOSA",3,"0"
2010,24,"19","19","MIN. EROS GRAU",3,"0"
2010,24,"18","18","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,24,"15","15","MIN. CÁRMEN LÚCIA",3,"0"
2010,24,"17","17","MIN. DIAS TOFFOLI",3,"0"
2010,24,"181","183","TOTAL",3,"2"
2010,25,"19","19","MIN. CELSO DE MELLO",3,"0"
2010,25,"17","18","MIN. MARCO AURÉLIO",3,"1"
2010,25,"9","9","MIN. ELLEN GRACIE",3,"0"
2010,25,"1","1","MIN. CEZAR PELUSO",3,"0"
2010,25,"19","19","MIN. AYRES BRITTO",3,"0"
2010,25,"22","22","MIN. JOAQUIM BARBOSA",3,"0"
2010,25,"19","20","MIN. EROS GRAU",3,"1"
2010,25,"18","19","MIN. RICARDO LEWANDOWSKI",3,"1"
2010,25,"18","18","MIN. CÁRMEN LÚCIA",3,"0"
2010,25,"25","26","MIN. DIAS TOFFOLI",3,"1"
2010,25,"167","171","TOTAL",3,"4"
2010,26,"26","26","MIN. CELSO DE MELLO",3,"0"
2010,26,"23","24","MIN. MARCO AURÉLIO",3,"1"
2010,26,"18","19","MIN. ELLEN GRACIE",3,"1"
2010,26,"2","3","MIN. CEZAR PELUSO",3,"1"
2010,26,"18","18","MIN. AYRES BRITTO",3,"0"
2010,26,"25","25","MIN. JOAQUIM BARBOSA",3,"0"
2010,26,"20","20","MIN. EROS GRAU",3,"0"
2010,26,"20","20","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,26,"19","19","MIN. CÁRMEN LÚCIA",3,"0"
2010,26,"25","25","MIN. DIAS TOFFOLI",3,"0"
2010,26,"196","199","TOTAL",3,"3"
2010,29,"18","18","MIN. CELSO DE MELLO",3,"0"
2010,29,"19","19","MIN. MARCO AURÉLIO",3,"0"
2010,29,"19","19","MIN. ELLEN GRACIE",3,"0"
2010,29,"13","13","MIN. CEZAR PELUSO",3,"0"
2010,29,"15","15","MIN. AYRES BRITTO",3,"0"
2010,29,"18","18","MIN. JOAQUIM BARBOSA",3,"0"
2010,29,"15","15","MIN. EROS GRAU",3,"0"
2010,29,"17","17","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,29,"15","15","MIN. CÁRMEN LÚCIA",3,"0"
2010,29,"22","22","MIN. DIAS TOFFOLI",3,"0"
2010,29,"171","171","TOTAL",3,"0"
2010,30,"26","26","MIN. CELSO DE MELLO",3,"0"
2010,30,"23","23","MIN. MARCO AURÉLIO",3,"0"
2010,30,"18","18","MIN. ELLEN GRACIE",3,"0"
2010,30,"18","18","MIN. CEZAR PELUSO",3,"0"
2010,30,"20","20","MIN. AYRES BRITTO",3,"0"
2010,30,"22","22","MIN. JOAQUIM BARBOSA",3,"0"
2010,30,"23","23","MIN. EROS GRAU",3,"0"
2010,30,"20","20","MIN. RICARDO LEWANDOWSKI",3,"0"
2010,30,"21","21","MIN. CÁRMEN LÚCIA",3,"0"
2010,30,"20","20","MIN. DIAS TOFFOLI",3,"0"
2010,30,"211","211","TOTAL",3,"0"
2010,5,"19","19","MIN. CELSO DE MELLO",4,"0"
2010,5,"17","17","MIN. MARCO AURÉLIO",4,"0"
2010,5,"17","17","MIN. ELLEN GRACIE",4,"0"
2010,5,"11","11","MIN. CEZAR PELUSO",4,"0"
2010,5,"17","17","MIN. AYRES BRITTO",4,"0"
2010,5,"13","13","MIN. JOAQUIM BARBOSA",4,"0"
2010,5,"17","17","MIN. EROS GRAU",4,"0"
2010,5,"20","20","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,5,"11","11","MIN. CÁRMEN LÚCIA",4,"0"
2010,5,"21","21","MIN. DIAS TOFFOLI",4,"0"
2010,5,"163","163","TOTAL",4,"0"
2010,6,"18","18","MIN. CELSO DE MELLO",4,"0"
2010,6,"21","22","MIN. MARCO AURÉLIO",4,"1"
2010,6,"20","20","MIN. ELLEN GRACIE",4,"0"
2010,6,"19","19","MIN. CEZAR PELUSO",4,"0"
2010,6,"20","20","MIN. AYRES BRITTO",4,"0"
2010,6,"20","20","MIN. JOAQUIM BARBOSA",4,"0"
2010,6,"21","21","MIN. EROS GRAU",4,"0"
2010,6,"25","25","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,6,"22","22","MIN. CÁRMEN LÚCIA",4,"0"
2010,6,"26","26","MIN. DIAS TOFFOLI",4,"0"
2010,6,"212","213","TOTAL",4,"1"
2010,7,"13","13","MIN. CELSO DE MELLO",4,"0"
2010,7,"14","14","MIN. MARCO AURÉLIO",4,"0"
2010,7,"6","6","MIN. ELLEN GRACIE",4,"0"
2010,7,"11","12","MIN. CEZAR PELUSO",4,"1"
2010,7,"7","9","MIN. AYRES BRITTO",4,"2"
2010,7,"13","13","MIN. JOAQUIM BARBOSA",4,"0"
2010,7,"13","13","MIN. EROS GRAU",4,"0"
2010,7,"13","13","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,7,"15","15","MIN. CÁRMEN LÚCIA",4,"0"
2010,7,"13","13","MIN. DIAS TOFFOLI",4,"0"
2010,7,"118","121","TOTAL",4,"3"
2010,8,"16","16","MIN. CELSO DE MELLO",4,"0"
2010,8,"23","24","MIN. MARCO AURÉLIO",4,"1"
2010,8,"21","22","MIN. ELLEN GRACIE",4,"1"
2010,8,"13","13","MIN. CEZAR PELUSO",4,"0"
2010,8,"33","33","MIN. AYRES BRITTO",4,"0"
2010,8,"18","18","MIN. JOAQUIM BARBOSA",4,"0"
2010,8,"18","19","MIN. EROS GRAU",4,"1"
2010,8,"14","14","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,8,"16","16","MIN. CÁRMEN LÚCIA",4,"0"
2010,8,"20","20","MIN. DIAS TOFFOLI",4,"0"
2010,8,"192","195","TOTAL",4,"3"
2010,9,"10","10","MIN. CELSO DE MELLO",4,"0"
2010,9,"9","10","MIN. MARCO AURÉLIO",4,"1"
2010,9,"13","13","MIN. ELLEN GRACIE",4,"0"
2010,9,"10","10","MIN. CEZAR PELUSO",4,"0"
2010,9,"13","13","MIN. AYRES BRITTO",4,"0"
2010,9,"10","11","MIN. JOAQUIM BARBOSA",4,"1"
2010,9,"12","13","MIN. EROS GRAU",4,"1"
2010,9,"15","15","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,9,"11","12","MIN. CÁRMEN LÚCIA",4,"1"
2010,9,"14","14","MIN. DIAS TOFFOLI",4,"0"
2010,9,"117","121","TOTAL",4,"4"
2010,12,"19","19","MIN. CELSO DE MELLO",4,"0"
2010,12,"18","18","MIN. MARCO AURÉLIO",4,"0"
2010,12,"17","17","MIN. ELLEN GRACIE",4,"0"
2010,12,"15","15","MIN. CEZAR PELUSO",4,"0"
2010,12,"18","18","MIN. AYRES BRITTO",4,"0"
2010,12,"22","22","MIN. JOAQUIM BARBOSA",4,"0"
2010,12,"19","19","MIN. EROS GRAU",4,"0"
2010,12,"14","14","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,12,"21","21","MIN. CÁRMEN LÚCIA",4,"0"
2010,12,"20","20","MIN. DIAS TOFFOLI",4,"0"
2010,12,"183","183","TOTAL",4,"0"
2010,13,"16","16","MIN. CELSO DE MELLO",4,"0"
2010,13,"15","15","MIN. MARCO AURÉLIO",4,"0"
2010,13,"15","15","MIN. ELLEN GRACIE",4,"0"
2010,13,"17","17","MIN. CEZAR PELUSO",4,"0"
2010,13,"12","12","MIN. AYRES BRITTO",4,"0"
2010,13,"6","7","MIN. JOAQUIM BARBOSA",4,"1"
2010,13,"12","12","MIN. EROS GRAU",4,"0"
2010,13,"17","17","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,13,"16","16","MIN. CÁRMEN LÚCIA",4,"0"
2010,13,"18","18","MIN. DIAS TOFFOLI",4,"0"
2010,13,"144","145","TOTAL",4,"1"
2010,14,"15","15","MIN. CELSO DE MELLO",4,"0"
2010,14,"9","9","MIN. MARCO AURÉLIO",4,"0"
2010,14,"15","15","MIN. ELLEN GRACIE",4,"0"
2010,14,"13","13","MIN. CEZAR PELUSO",4,"0"
2010,14,"8","8","MIN. AYRES BRITTO",4,"0"
2010,14,"18","18","MIN. JOAQUIM BARBOSA",4,"0"
2010,14,"13","13","MIN. EROS GRAU",4,"0"
2010,14,"12","12","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,14,"13","13","MIN. CÁRMEN LÚCIA",4,"0"
2010,14,"12","12","MIN. DIAS TOFFOLI",4,"0"
2010,14,"128","128","TOTAL",4,"0"
2010,15,"13","13","MIN. CELSO DE MELLO",4,"0"
2010,15,"9","9","MIN. MARCO AURÉLIO",4,"0"
2010,15,"7","8","MIN. ELLEN GRACIE",4,"1"
2010,15,"10","10","MIN. CEZAR PELUSO",4,"0"
2010,15,"9","9","MIN. AYRES BRITTO",4,"0"
2010,15,"13","13","MIN. JOAQUIM BARBOSA",4,"0"
2010,15,"12","12","MIN. EROS GRAU",4,"0"
2010,15,"8","8","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,15,"7","9","MIN. CÁRMEN LÚCIA",4,"2"
2010,15,"13","13","MIN. DIAS TOFFOLI",4,"0"
2010,15,"101","104","TOTAL",4,"3"
2010,16,"18","18","MIN. CELSO DE MELLO",4,"0"
2010,16,"17","17","MIN. MARCO AURÉLIO",4,"0"
2010,16,"15","15","MIN. ELLEN GRACIE",4,"0"
2010,16,"20","20","MIN. CEZAR PELUSO",4,"0"
2010,16,"15","15","MIN. AYRES BRITTO",4,"0"
2010,16,"14","14","MIN. JOAQUIM BARBOSA",4,"0"
2010,16,"20","20","MIN. EROS GRAU",4,"0"
2010,16,"14","14","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,16,"17","17","MIN. CÁRMEN LÚCIA",4,"0"
2010,16,"13","13","MIN. DIAS TOFFOLI",4,"0"
2010,16,"163","163","TOTAL",4,"0"
2010,19,"17","17","MIN. CELSO DE MELLO",4,"0"
2010,19,"14","14","MIN. MARCO AURÉLIO",4,"0"
2010,19,"12","13","MIN. ELLEN GRACIE",4,"1"
2010,19,"8","8","MIN. CEZAR PELUSO",4,"0"
2010,19,"12","12","MIN. AYRES BRITTO",4,"0"
2010,19,"11","11","MIN. JOAQUIM BARBOSA",4,"0"
2010,19,"15","16","MIN. EROS GRAU",4,"1"
2010,19,"15","15","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,19,"13","14","MIN. CÁRMEN LÚCIA",4,"1"
2010,19,"14","14","MIN. DIAS TOFFOLI",4,"0"
2010,19,"131","134","TOTAL",4,"3"
2010,20,"16","16","MIN. CELSO DE MELLO",4,"0"
2010,20,"16","16","MIN. MARCO AURÉLIO",4,"0"
2010,20,"17","17","MIN. ELLEN GRACIE",4,"0"
2010,20,"16","16","MIN. CEZAR PELUSO",4,"0"
2010,20,"18","18","MIN. AYRES BRITTO",4,"0"
2010,20,"20","20","MIN. JOAQUIM BARBOSA",4,"0"
2010,20,"15","15","MIN. EROS GRAU",4,"0"
2010,20,"20","20","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,20,"14","14","MIN. CÁRMEN LÚCIA",4,"0"
2010,20,"20","20","MIN. DIAS TOFFOLI",4,"0"
2010,20,"172","172","TOTAL",4,"0"
2010,22,"20","20","MIN. CELSO DE MELLO",4,"0"
2010,22,"18","18","MIN. MARCO AURÉLIO",4,"0"
2010,22,"14","14","MIN. ELLEN GRACIE",4,"0"
2010,22,"15","15","MIN. CEZAR PELUSO",4,"0"
2010,22,"15","15","MIN. AYRES BRITTO",4,"0"
2010,22,"18","18","MIN. JOAQUIM BARBOSA",4,"0"
2010,22,"19","20","MIN. EROS GRAU",4,"1"
2010,22,"22","22","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,22,"24","25","MIN. CÁRMEN LÚCIA",4,"1"
2010,22,"23","23","MIN. DIAS TOFFOLI",4,"0"
2010,22,"188","190","TOTAL",4,"2"
2010,23,"15","15","MIN. CELSO DE MELLO",4,"0"
2010,23,"15","16","MIN. MARCO AURÉLIO",4,"1"
2010,23,"13","14","MIN. ELLEN GRACIE",4,"1"
2010,23,"11","11","MIN. CEZAR PELUSO",4,"0"
2010,23,"7","7","MIN. AYRES BRITTO",4,"0"
2010,23,"18","19","MIN. JOAQUIM BARBOSA",4,"1"
2010,23,"15","15","MIN. EROS GRAU",4,"0"
2010,23,"15","15","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,23,"17","17","MIN. CÁRMEN LÚCIA",4,"0"
2010,23,"16","16","MIN. DIAS TOFFOLI",4,"0"
2010,23,"142","145","TOTAL",4,"3"
2010,26,"16","16","MIN. CELSO DE MELLO",4,"0"
2010,26,"19","20","MIN. MARCO AURÉLIO",4,"1"
2010,26,"18","18","MIN. ELLEN GRACIE",4,"0"
2010,26,"18","18","MIN. GILMAR MENDES",4,"0"
2010,26,"17","17","MIN. AYRES BRITTO",4,"0"
2010,26,"12","12","MIN. JOAQUIM BARBOSA",4,"0"
2010,26,"19","19","MIN. EROS GRAU",4,"0"
2010,26,"18","18","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,26,"19","19","MIN. CÁRMEN LÚCIA",4,"0"
2010,26,"19","19","MIN. DIAS TOFFOLI",4,"0"
2010,26,"175","176","TOTAL",4,"1"
2010,27,"20","20","MIN. CELSO DE MELLO",4,"0"
2010,27,"18","20","MIN. MARCO AURÉLIO",4,"2"
2010,27,"15","15","MIN. ELLEN GRACIE",4,"0"
2010,27,"16","16","MIN. GILMAR MENDES",4,"0"
2010,27,"35","35","MIN. AYRES BRITTO",4,"0"
2010,27,"2","2","MIN. JOAQUIM BARBOSA",4,"0"
2010,27,"21","21","MIN. EROS GRAU",4,"0"
2010,27,"20","20","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,27,"20","20","MIN. CÁRMEN LÚCIA",4,"0"
2010,27,"19","19","MIN. DIAS TOFFOLI",4,"0"
2010,27,"186","188","TOTAL",4,"2"
2010,28,"23","23","MIN. CELSO DE MELLO",4,"0"
2010,28,"22","22","MIN. MARCO AURÉLIO",4,"0"
2010,28,"15","15","MIN. ELLEN GRACIE",4,"0"
2010,28,"13","14","MIN. GILMAR MENDES",4,"1"
2010,28,"19","19","MIN. AYRES BRITTO",4,"0"
2010,28,"0","0","MIN. JOAQUIM BARBOSA",4,"0"
2010,28,"22","22","MIN. EROS GRAU",4,"0"
2010,28,"24","24","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,28,"18","18","MIN. CÁRMEN LÚCIA",4,"0"
2010,28,"22","22","MIN. DIAS TOFFOLI",4,"0"
2010,28,"178","179","TOTAL",4,"1"
2010,29,"19","19","MIN. CELSO DE MELLO",4,"0"
2010,29,"19","19","MIN. MARCO AURÉLIO",4,"0"
2010,29,"16","16","MIN. ELLEN GRACIE",4,"0"
2010,29,"17","17","MIN. GILMAR MENDES",4,"0"
2010,29,"22","22","MIN. AYRES BRITTO",4,"0"
2010,29,"0","0","MIN. JOAQUIM BARBOSA",4,"0"
2010,29,"20","20","MIN. EROS GRAU",4,"0"
2010,29,"19","19","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,29,"22","22","MIN. CÁRMEN LÚCIA",4,"0"
2010,29,"21","21","MIN. DIAS TOFFOLI",4,"0"
2010,29,"175","175","TOTAL",4,"0"
2010,30,"28","28","MIN. CELSO DE MELLO",4,"0"
2010,30,"26","26","MIN. MARCO AURÉLIO",4,"0"
2010,30,"21","21","MIN. ELLEN GRACIE",4,"0"
2010,30,"23","23","MIN. GILMAR MENDES",4,"0"
2010,30,"40","40","MIN. AYRES BRITTO",4,"0"
2010,30,"0","0","MIN. JOAQUIM BARBOSA",4,"0"
2010,30,"26","26","MIN. EROS GRAU",4,"0"
2010,30,"26","26","MIN. RICARDO LEWANDOWSKI",4,"0"
2010,30,"25","25","MIN. CÁRMEN LÚCIA",4,"0"
2010,30,"23","23","MIN. DIAS TOFFOLI",4,"0"
2010,30,"238","238","TOTAL",4,"0"
